PO_ID,Supplier_ID,SKU,Order_Qty,Received_Qty,Lead_Time,Delay_Days
PO002122,SUP013,SKU0781,398,390,13,5
PO002123,SUP008,SKU0886,35,16,12,5
PO002124,SUP001,SKU0244,98,98,4,4
PO002125,SUP027,SKU0304,348,328,8,8
PO002126,SUP008,SKU0374,313,312,8,1
PO002127,SUP026,SKU0653,484,467,10,4
PO002128,SUP009,SKU0999,163,144,3,8
PO002129,SUP019,SKU0737,23,18,12,6
PO002130,SUP005,SKU0896,473,466,14,0
PO002131,SUP025,SKU0725,406,386,6,0
PO002132,SUP007,SKU0373,180,168,12,6
PO002133,SUP018,SKU0245,91,89,9,4
PO002134,SUP029,SKU0603,247,246,2,0
PO002135,SUP030,SKU0548,155,149,8,2
PO002136,SUP002,SKU0001,367,363,13,6
PO002137,SUP017,SKU0122,373,362,11,7
PO002138,SUP029,SKU0175,423,403,14,5
PO002139,SUP021,SKU0053,316,303,9,2
PO002140,SUP027,SKU0182,288,283,8,0
PO002141,SUP029,SKU0440,408,389,8,5
PO002142,SUP023,SKU0642,105,102,14,8
PO002143,SUP001,SKU0790,54,34,6,8
PO002144,SUP005,SKU0864,484,469,10,8
PO002145,SUP008,SKU0660,317,298,13,7
PO002146,SUP008,SKU0566,259,239,7,7
PO002147,SUP007,SKU0943,312,304,12,5
PO002148,SUP018,SKU0396,493,482,5,5
PO002149,SUP024,SKU0694,231,224,7,1
PO002150,SUP028,SKU0385,263,262,2,1
PO002151,SUP012,SKU0149,405,392,12,8
PO002152,SUP028,SKU0895,398,388,13,2
PO002153,SUP010,SKU0064,331,311,10,1
PO002154,SUP016,SKU0569,373,362,2,5
PO002155,SUP029,SKU0006,64,56,9,4
PO002156,SUP017,SKU0542,433,415,14,6
PO002157,SUP028,SKU0074,51,35,3,1
PO002158,SUP004,SKU0999,307,299,7,2
PO002159,SUP027,SKU0419,157,138,11,1
PO002160,SUP019,SKU0184,255,255,2,1
PO002161,SUP028,SKU0500,382,367,8,3
PO002162,SUP024,SKU0879,287,282,12,3
PO002163,SUP001,SKU0486,147,136,14,4
PO002164,SUP015,SKU0276,28,12,11,2
PO002165,SUP021,SKU0898,132,123,13,3
PO002166,SUP002,SKU0868,483,481,13,6
PO002167,SUP015,SKU0545,245,237,8,8
PO002168,SUP008,SKU0157,311,310,14,6
PO002169,SUP026,SKU0405,109,93,14,0
PO002170,SUP005,SKU0805,364,356,5,6
PO002171,SUP011,SKU0862,406,401,3,2
PO002172,SUP023,SKU0699,228,210,9,8
PO002173,SUP010,SKU0408,364,357,13,8
PO002174,SUP002,SKU0079,482,472,9,8
PO002175,SUP024,SKU0093,373,370,2,2
PO002176,SUP014,SKU0326,379,367,11,4
PO002177,SUP008,SKU0603,284,282,13,7
PO002178,SUP007,SKU0905,261,247,10,2
PO002179,SUP002,SKU0549,177,164,13,1
PO002180,SUP029,SKU0735,159,151,11,6
PO002181,SUP019,SKU0945,294,292,11,1
PO002182,SUP011,SKU0076,217,197,4,4
PO002183,SUP029,SKU0015,343,339,3,0
PO002184,SUP028,SKU0314,98,87,14,5
PO002185,SUP029,SKU0108,106,102,12,1
PO002186,SUP006,SKU0277,436,434,13,5
PO002187,SUP017,SKU0143,150,143,11,7
PO002188,SUP019,SKU0701,249,230,3,1
PO002189,SUP014,SKU0959,193,175,9,1
PO002190,SUP023,SKU0156,98,96,5,2
PO002191,SUP005,SKU0042,180,168,11,8
PO002192,SUP027,SKU0606,484,471,9,0
PO002193,SUP018,SKU0687,439,438,9,2
PO002194,SUP010,SKU0986,492,492,12,6
PO002195,SUP021,SKU0422,143,143,12,8
PO002196,SUP006,SKU0880,91,76,9,3
PO002197,SUP010,SKU0121,90,84,3,3
PO002198,SUP007,SKU0854,135,131,9,7
PO002199,SUP005,SKU0617,454,447,11,1
PO002200,SUP018,SKU0483,182,172,3,8
PO002201,SUP010,SKU0809,261,257,13,3
PO002202,SUP025,SKU0493,119,103,12,0
PO002203,SUP002,SKU0346,308,296,4,8
PO002204,SUP017,SKU0570,318,315,9,0
PO002205,SUP008,SKU0385,484,484,3,1
PO002206,SUP007,SKU0850,363,343,7,3
PO002207,SUP027,SKU0691,38,28,9,8
PO002208,SUP014,SKU0648,177,177,4,0
PO002209,SUP003,SKU0370,72,71,4,4
PO002210,SUP012,SKU0233,402,392,5,5
PO002211,SUP016,SKU0299,93,84,7,6
PO002212,SUP022,SKU0951,261,253,6,1
PO002213,SUP007,SKU0632,444,432,2,2
PO002214,SUP001,SKU0021,406,395,4,4
PO002215,SUP010,SKU0929,244,241,4,2
PO002216,SUP029,SKU0490,123,113,8,4
PO002217,SUP001,SKU0996,319,299,8,8
PO002218,SUP027,SKU0107,27,14,11,2
PO002219,SUP008,SKU0896,284,270,9,3
PO002220,SUP013,SKU0889,164,161,11,4
PO002221,SUP006,SKU0752,186,180,3,2
PO002222,SUP008,SKU0522,256,245,2,6
PO002223,SUP006,SKU0779,355,337,11,8
PO002224,SUP011,SKU0116,453,450,12,8
PO002225,SUP013,SKU0214,464,453,14,4
PO002226,SUP012,SKU0870,400,389,6,6
PO002227,SUP009,SKU0675,213,212,3,4
PO002228,SUP020,SKU0647,252,247,14,1
PO002229,SUP018,SKU0695,158,158,13,7
PO002230,SUP024,SKU0584,39,25,8,5
PO002231,SUP006,SKU0989,418,398,2,6
PO002232,SUP015,SKU0376,489,486,7,0
PO002233,SUP028,SKU0396,154,139,5,6
PO002234,SUP003,SKU0540,450,443,8,2
PO002235,SUP012,SKU0969,111,103,11,6
PO002236,SUP022,SKU0570,125,111,4,0
PO002237,SUP026,SKU0421,213,201,12,7
PO002238,SUP011,SKU0927,103,93,13,1
PO002239,SUP026,SKU0713,332,327,14,1
PO002240,SUP005,SKU0879,62,44,3,0
PO002241,SUP017,SKU0288,38,37,2,3
PO002242,SUP004,SKU0906,51,41,6,6
PO002243,SUP022,SKU0706,225,222,10,0
PO002244,SUP011,SKU0368,296,287,7,3
PO002245,SUP017,SKU0945,66,51,12,1
PO002246,SUP011,SKU0878,268,259,7,3
PO002247,SUP025,SKU0071,100,92,13,8
PO002248,SUP010,SKU0957,268,268,9,5
PO002249,SUP013,SKU0225,42,34,3,3
PO002250,SUP002,SKU0289,68,58,11,3
PO002251,SUP012,SKU0003,461,453,8,5
PO002252,SUP025,SKU0266,30,26,10,2
PO002253,SUP008,SKU0526,296,288,8,6
PO002254,SUP006,SKU0913,185,184,13,8
PO002255,SUP010,SKU0330,447,435,9,0
PO002256,SUP021,SKU0392,363,357,8,5
PO002257,SUP015,SKU0746,124,121,2,7
PO002258,SUP027,SKU0624,141,138,11,7
PO002259,SUP030,SKU0593,465,447,5,5
PO002260,SUP028,SKU0722,21,11,9,0
PO002261,SUP013,SKU0585,464,463,12,3
PO002262,SUP026,SKU0233,187,181,14,2
PO002263,SUP018,SKU0214,48,42,8,0
PO002264,SUP024,SKU0007,422,409,10,2
PO002265,SUP002,SKU0171,105,94,11,5
PO002266,SUP012,SKU0702,20,7,10,6
PO002267,SUP024,SKU0704,255,241,10,3
PO002268,SUP026,SKU0615,500,483,10,5
PO002269,SUP009,SKU0136,50,34,7,8
PO002270,SUP007,SKU0291,151,137,3,8
PO002271,SUP024,SKU0606,122,106,13,2
PO002272,SUP027,SKU0003,276,275,13,7
PO002273,SUP013,SKU0314,282,281,5,7
PO002274,SUP027,SKU0288,42,36,5,2
PO002275,SUP012,SKU0798,277,265,3,5
PO002276,SUP029,SKU0138,90,81,4,2
PO002277,SUP002,SKU0843,414,409,5,5
PO002278,SUP030,SKU0738,71,66,6,0
PO002279,SUP009,SKU0121,62,51,6,4
PO002280,SUP006,SKU0454,237,225,5,4
PO002281,SUP009,SKU0024,49,32,4,2
PO002282,SUP026,SKU0032,87,77,7,3
PO002283,SUP026,SKU0993,316,306,7,6
PO002284,SUP001,SKU0592,395,389,6,4
PO002285,SUP003,SKU0072,455,445,6,1
PO002286,SUP013,SKU0704,25,9,3,8
PO002287,SUP005,SKU0241,320,320,8,8
PO002288,SUP023,SKU0314,235,222,6,6
PO002289,SUP017,SKU0085,35,22,13,8
PO002290,SUP021,SKU0435,336,330,13,5
PO002291,SUP023,SKU0788,53,48,11,6
PO002292,SUP002,SKU0492,293,281,5,7
PO002293,SUP023,SKU0484,437,431,7,0
PO002294,SUP002,SKU0865,321,320,4,5
PO002295,SUP008,SKU0257,143,142,13,8
PO002296,SUP018,SKU0966,356,352,5,1
PO002297,SUP030,SKU0408,46,31,3,4
PO002298,SUP014,SKU0947,204,189,5,2
PO002299,SUP001,SKU0456,31,23,13,4
PO002300,SUP007,SKU0977,326,326,11,4
PO002301,SUP020,SKU0493,105,101,10,5
PO002302,SUP010,SKU0659,385,375,14,3
PO002303,SUP009,SKU0498,302,290,11,5
PO002304,SUP005,SKU0167,167,154,7,7
PO002305,SUP013,SKU0868,123,105,4,6
PO002306,SUP015,SKU0356,119,107,13,6
PO002307,SUP023,SKU0849,204,193,11,0
PO002308,SUP014,SKU0420,265,265,9,4
PO002309,SUP015,SKU0067,346,329,5,3
PO002310,SUP022,SKU0955,271,260,12,5
PO002311,SUP010,SKU0779,197,181,14,8
PO002312,SUP010,SKU0581,150,139,10,7
PO002313,SUP003,SKU0870,417,415,5,6
PO002314,SUP026,SKU0161,262,252,7,5
PO002315,SUP018,SKU0120,446,443,10,1
PO002316,SUP010,SKU0994,411,401,4,7
PO002317,SUP013,SKU0699,327,318,5,0
PO002318,SUP014,SKU0908,277,268,4,7
PO002319,SUP020,SKU0577,112,97,7,0
PO002320,SUP015,SKU0468,396,390,3,2
PO002321,SUP005,SKU0178,44,24,10,3
PO002322,SUP003,SKU0416,453,434,7,1
PO002323,SUP007,SKU0070,44,38,12,4
PO002324,SUP011,SKU0974,418,417,11,5
PO002325,SUP022,SKU0365,131,128,12,7
PO002326,SUP010,SKU0346,479,477,11,1
PO002327,SUP023,SKU0123,482,471,14,1
PO002328,SUP003,SKU0891,200,200,11,8
PO002329,SUP020,SKU0455,408,407,11,7
PO002330,SUP020,SKU0324,228,218,7,8
PO002331,SUP020,SKU0975,298,286,3,2
PO002332,SUP025,SKU0004,139,124,11,2
PO002333,SUP020,SKU0152,76,59,13,7
PO002334,SUP003,SKU0119,372,352,14,4
PO002335,SUP020,SKU0653,78,61,3,8
PO002336,SUP011,SKU0326,474,455,4,6
PO002337,SUP017,SKU0255,406,401,5,3
PO002338,SUP016,SKU0134,238,218,7,3
PO002339,SUP014,SKU0936,391,391,3,1
PO002340,SUP002,SKU0911,448,448,4,4
PO002341,SUP001,SKU0455,250,248,11,7
PO002342,SUP004,SKU0697,77,74,5,6
PO002343,SUP025,SKU0884,483,469,5,8
PO002344,SUP008,SKU0855,354,337,8,0
PO002345,SUP004,SKU0477,147,133,6,5
PO002346,SUP012,SKU0600,437,433,12,5
PO002347,SUP003,SKU0070,382,379,8,5
PO002348,SUP020,SKU0027,317,297,14,6
PO002349,SUP005,SKU0665,62,60,6,6
PO002350,SUP009,SKU0857,264,264,5,5
PO002351,SUP019,SKU0494,471,453,11,7
PO002352,SUP027,SKU0006,87,81,7,0
PO002353,SUP018,SKU0952,373,354,9,2
PO002354,SUP006,SKU0085,141,138,7,5
PO002355,SUP009,SKU0645,150,147,10,6
PO002356,SUP010,SKU0254,375,367,11,7
PO002357,SUP001,SKU0993,500,488,12,4
PO002358,SUP012,SKU0299,174,162,3,4
PO002359,SUP014,SKU0978,283,282,5,8
PO002360,SUP008,SKU0403,258,243,10,7
PO002361,SUP012,SKU0752,288,277,14,1
PO002362,SUP021,SKU0439,195,177,10,1
PO002363,SUP008,SKU0819,382,380,2,7
PO002364,SUP005,SKU0896,490,472,12,8
PO002365,SUP030,SKU0365,322,306,10,3
PO002366,SUP009,SKU0849,499,479,4,4
PO002367,SUP024,SKU0735,181,166,6,6
PO002368,SUP002,SKU0585,412,406,14,6
PO002369,SUP004,SKU0134,249,247,2,8
PO002370,SUP011,SKU0614,219,207,4,5
PO002371,SUP023,SKU0475,149,149,3,7
PO002372,SUP018,SKU0305,149,145,4,8
PO002373,SUP023,SKU0336,76,56,6,4
PO002374,SUP028,SKU0989,463,456,3,6
PO002375,SUP002,SKU0243,497,481,4,8
PO002376,SUP016,SKU0199,465,450,3,4
PO002377,SUP008,SKU0068,470,469,14,2
PO002378,SUP014,SKU0434,222,202,14,7
PO002379,SUP012,SKU0041,163,156,2,5
PO002380,SUP002,SKU0633,241,241,8,6
PO002381,SUP020,SKU0621,406,394,3,3
PO002382,SUP030,SKU0248,485,477,6,4
PO002383,SUP017,SKU0584,381,367,6,5
PO002384,SUP015,SKU0535,384,377,3,8
PO002385,SUP027,SKU0445,250,248,13,4
PO002386,SUP001,SKU0420,361,348,9,7
PO002387,SUP018,SKU0610,449,429,10,8
PO002388,SUP028,SKU0730,283,265,11,2
PO002389,SUP023,SKU0950,430,412,2,5
PO002390,SUP015,SKU0931,313,293,10,4
PO002391,SUP007,SKU0132,226,224,2,1
PO002392,SUP029,SKU0149,76,64,5,1
PO002393,SUP017,SKU0540,365,353,3,0
PO002394,SUP009,SKU0510,47,30,10,7
PO002395,SUP004,SKU0188,316,303,14,6
PO002396,SUP001,SKU0267,302,295,14,0
PO002397,SUP016,SKU0624,342,330,9,4
PO002398,SUP012,SKU0787,417,413,2,0
PO002399,SUP028,SKU0197,77,58,2,4
PO002400,SUP008,SKU0876,322,321,4,4
PO002401,SUP009,SKU0069,201,184,3,7
PO002402,SUP006,SKU0955,461,443,13,0
PO002403,SUP009,SKU0367,219,201,13,1
PO002404,SUP012,SKU0890,410,392,7,6
PO002405,SUP011,SKU0499,251,242,7,4
PO002406,SUP022,SKU0872,374,358,12,4
PO002407,SUP011,SKU0961,247,247,2,7
PO002408,SUP020,SKU0208,318,311,11,6
PO002409,SUP025,SKU0314,130,116,10,4
PO002410,SUP029,SKU0590,158,142,4,1
PO002411,SUP001,SKU0914,455,449,8,5
PO002412,SUP014,SKU0004,462,442,6,7
PO002413,SUP006,SKU0540,171,154,14,1
PO002414,SUP003,SKU0940,169,168,5,1
PO002415,SUP028,SKU0753,426,420,2,3
PO002416,SUP022,SKU0941,63,53,13,2
PO002417,SUP004,SKU0174,94,81,10,2
PO002418,SUP005,SKU0557,247,233,8,6
PO002419,SUP009,SKU0222,229,222,9,5
PO002420,SUP030,SKU0884,102,97,13,3
PO002421,SUP024,SKU0827,479,460,11,1
PO002422,SUP020,SKU0854,219,203,8,2
PO002423,SUP002,SKU0286,477,474,13,3
PO002424,SUP022,SKU0682,307,302,14,3
PO002425,SUP018,SKU0818,288,268,13,6
PO002426,SUP019,SKU0984,238,232,10,1
PO002427,SUP003,SKU0014,412,404,9,0
PO002428,SUP023,SKU0774,154,144,10,4
PO002429,SUP006,SKU0886,405,397,3,8
PO002430,SUP017,SKU0315,209,203,12,5
PO002431,SUP017,SKU0582,354,345,2,1
PO002432,SUP017,SKU0720,204,196,6,0
PO002433,SUP027,SKU0397,434,421,6,1
PO002434,SUP012,SKU0434,458,454,2,1
PO002435,SUP027,SKU0537,245,226,8,0
PO002436,SUP025,SKU0663,473,473,4,8
PO002437,SUP022,SKU0637,343,323,7,0
PO002438,SUP006,SKU0642,150,132,4,3
PO002439,SUP008,SKU0566,493,486,12,8
PO002440,SUP012,SKU0812,328,317,4,4
PO002441,SUP021,SKU0125,59,39,14,0
PO002442,SUP028,SKU0335,369,368,6,6
PO002443,SUP006,SKU0872,158,156,13,8
PO002444,SUP011,SKU0055,378,364,4,5
PO002445,SUP016,SKU0916,288,287,7,4
PO002446,SUP006,SKU0375,190,178,2,2
PO002447,SUP005,SKU0854,485,476,12,0
PO002448,SUP005,SKU0659,424,405,8,5
PO002449,SUP003,SKU0577,491,485,7,0
PO002450,SUP026,SKU0175,156,147,7,3
PO002451,SUP016,SKU0401,397,397,10,6
PO002452,SUP027,SKU0072,147,144,4,5
PO002453,SUP027,SKU0498,124,108,2,8
PO002454,SUP020,SKU0522,433,421,9,2
PO002455,SUP005,SKU0364,121,109,8,2
PO002456,SUP021,SKU0975,48,40,3,2
PO002457,SUP006,SKU0504,37,29,7,3
PO002458,SUP003,SKU0651,24,14,6,6
PO002459,SUP024,SKU0119,36,31,4,7
PO002460,SUP001,SKU0043,451,436,12,6
PO002461,SUP027,SKU0482,305,296,9,1
PO002462,SUP014,SKU0922,486,485,13,0
PO002463,SUP025,SKU0897,221,213,6,1
PO002464,SUP025,SKU0711,100,88,14,7
PO002465,SUP002,SKU0960,164,162,3,3
PO002466,SUP017,SKU0452,102,96,11,0
PO002467,SUP028,SKU0963,119,111,6,3
PO002468,SUP014,SKU0664,294,278,6,5
PO002469,SUP027,SKU0058,256,240,3,1
PO002470,SUP009,SKU0736,403,400,12,2
PO002471,SUP019,SKU0208,379,369,8,8
PO002472,SUP027,SKU0773,47,32,4,7
PO002473,SUP006,SKU0004,302,289,8,6
PO002474,SUP006,SKU0022,218,204,6,4
PO002475,SUP014,SKU0052,105,104,5,1
PO002476,SUP013,SKU0296,209,189,12,4
PO002477,SUP006,SKU0432,317,313,14,8
PO002478,SUP030,SKU0113,152,136,8,1
PO002479,SUP006,SKU0365,493,477,2,1
PO002480,SUP005,SKU0144,290,287,12,8
PO002481,SUP029,SKU0974,129,111,14,1
PO002482,SUP004,SKU0745,468,465,8,2
PO002483,SUP015,SKU0910,158,140,11,5
PO002484,SUP010,SKU0786,394,390,13,3
PO002485,SUP024,SKU0283,455,454,5,0
PO002486,SUP002,SKU0559,133,116,2,5
PO002487,SUP030,SKU0185,416,414,12,1
PO002488,SUP011,SKU0979,225,219,5,3
PO002489,SUP006,SKU0510,345,337,12,1
PO002490,SUP016,SKU0071,216,199,5,1
PO002491,SUP023,SKU0826,315,295,11,6
PO002492,SUP026,SKU0374,81,63,2,2
PO002493,SUP010,SKU0670,135,125,3,1
PO002494,SUP007,SKU0655,401,393,8,0
PO002495,SUP007,SKU0706,268,262,2,0
PO002496,SUP014,SKU0056,397,386,8,6
PO002497,SUP016,SKU0073,422,417,14,6
PO002498,SUP020,SKU0357,416,416,2,2
PO002499,SUP005,SKU0034,457,437,10,8
PO002500,SUP028,SKU0850,409,405,9,3
PO002501,SUP010,SKU0047,428,408,2,7
PO002502,SUP002,SKU0231,467,447,9,1
PO002503,SUP025,SKU0837,146,133,11,6
PO002504,SUP025,SKU0962,275,274,14,1
PO002505,SUP023,SKU0742,286,279,13,1
PO002506,SUP009,SKU0416,214,202,2,4
PO002507,SUP007,SKU0972,411,406,8,1
PO002508,SUP005,SKU0963,62,43,14,7
PO002509,SUP003,SKU0116,376,367,12,8
PO002510,SUP022,SKU0743,427,415,8,4
PO002511,SUP009,SKU0623,419,400,11,4
PO002512,SUP002,SKU0516,120,112,6,1
PO002513,SUP030,SKU0915,278,272,13,4
PO002514,SUP001,SKU0827,331,312,9,4
PO002515,SUP006,SKU0420,338,337,5,4
PO002516,SUP028,SKU0875,45,26,8,3
PO002517,SUP008,SKU0214,104,87,7,1
PO002518,SUP027,SKU0598,418,410,11,7
PO002519,SUP013,SKU0293,428,419,4,1
PO002520,SUP006,SKU0605,436,420,6,7
PO002521,SUP006,SKU0170,385,381,5,4
PO002522,SUP008,SKU0502,345,326,12,5
PO002523,SUP008,SKU0283,487,477,5,3
PO002524,SUP028,SKU0032,375,362,2,3
PO002525,SUP022,SKU0255,499,495,13,8
PO002526,SUP007,SKU0280,113,109,12,3
PO002527,SUP027,SKU0372,401,381,4,4
PO002528,SUP014,SKU0832,36,18,6,6
PO002529,SUP013,SKU0510,389,380,11,1
PO002530,SUP013,SKU0580,449,441,7,4
PO002531,SUP024,SKU0465,102,91,14,1
PO002532,SUP012,SKU0912,451,437,9,2
PO002533,SUP002,SKU0351,216,216,8,3
PO002534,SUP016,SKU0020,477,476,8,8
PO002535,SUP027,SKU0183,43,38,6,0
PO002536,SUP030,SKU0892,327,316,3,2
PO002537,SUP017,SKU0453,21,11,8,0
PO002538,SUP019,SKU0165,94,92,10,3
PO002539,SUP004,SKU0600,346,335,12,8
PO002540,SUP018,SKU0221,288,282,6,3
PO002541,SUP028,SKU0310,467,453,11,7
PO002542,SUP014,SKU0597,339,338,4,4
PO002543,SUP005,SKU0679,282,278,5,0
PO002544,SUP028,SKU0880,290,288,7,3
PO002545,SUP009,SKU0932,293,281,10,0
PO002546,SUP017,SKU0269,42,34,2,2
PO002547,SUP021,SKU0544,388,368,3,3
PO002548,SUP027,SKU0106,176,175,13,8
PO002549,SUP024,SKU0289,87,67,14,6
PO002550,SUP024,SKU0348,465,447,11,7
PO002551,SUP015,SKU0719,280,272,13,1
PO002552,SUP005,SKU0345,62,62,13,5
PO002553,SUP006,SKU0417,219,202,6,4
PO002554,SUP001,SKU0020,397,377,14,3
PO002555,SUP004,SKU0643,458,451,3,0
PO002556,SUP005,SKU0515,185,169,6,5
PO002557,SUP013,SKU0570,411,403,9,1
PO002558,SUP019,SKU0525,178,172,6,1
PO002559,SUP023,SKU0405,245,236,14,3
PO002560,SUP016,SKU0125,264,260,7,4
PO002561,SUP007,SKU0499,407,391,7,3
PO002562,SUP025,SKU0874,348,332,5,5
PO002563,SUP026,SKU0794,225,207,3,6
PO002564,SUP009,SKU0247,116,101,6,1
PO002565,SUP017,SKU0784,159,154,10,4
PO002566,SUP018,SKU0950,354,336,12,4
PO002567,SUP017,SKU0959,119,114,7,6
PO002568,SUP009,SKU0610,130,110,9,2
PO002569,SUP029,SKU0379,222,205,4,7
PO002570,SUP013,SKU0475,334,331,5,0
PO002571,SUP025,SKU0417,487,467,8,5
PO002572,SUP017,SKU0267,37,36,11,6
PO002573,SUP029,SKU0053,214,202,2,4
PO002574,SUP012,SKU0205,157,138,8,2
PO002575,SUP015,SKU0684,118,101,2,7
PO002576,SUP021,SKU0895,479,471,10,0
PO002577,SUP015,SKU0604,77,64,11,5
PO002578,SUP011,SKU0221,491,480,13,0
PO002579,SUP020,SKU0196,410,393,5,8
PO002580,SUP030,SKU0030,33,25,9,7
PO002581,SUP001,SKU0333,112,96,8,3
PO002582,SUP023,SKU0244,80,61,9,3
PO002583,SUP011,SKU0332,314,304,8,6
PO002584,SUP007,SKU0584,158,141,11,5
PO002585,SUP010,SKU0532,277,257,5,0
PO002586,SUP027,SKU0020,26,18,5,7
PO002587,SUP029,SKU0691,50,32,14,6
PO002588,SUP004,SKU0572,302,285,7,1
PO002589,SUP004,SKU0371,296,281,5,4
PO002590,SUP030,SKU0501,441,428,6,2
PO002591,SUP025,SKU0444,265,258,4,8
PO002592,SUP006,SKU0505,418,414,10,0
PO002593,SUP023,SKU0489,50,32,9,3
PO002594,SUP017,SKU0407,460,457,3,5
PO002595,SUP029,SKU0605,186,182,9,0
PO002596,SUP006,SKU0760,139,129,7,4
PO002597,SUP004,SKU0131,478,464,14,1
PO002598,SUP028,SKU0126,296,278,4,7
PO002599,SUP006,SKU0405,396,376,13,1
PO002600,SUP001,SKU0904,115,96,8,2
PO002601,SUP017,SKU0999,63,58,13,0
PO002602,SUP009,SKU0618,33,28,8,7
PO002603,SUP029,SKU0798,419,402,3,8
PO002604,SUP002,SKU0206,243,237,10,2
PO002605,SUP030,SKU0619,264,251,14,0
PO002606,SUP009,SKU0561,243,228,12,8
PO002607,SUP006,SKU0396,345,339,3,4
PO002608,SUP005,SKU0687,498,488,3,8
PO002609,SUP019,SKU0474,321,318,5,8
PO002610,SUP028,SKU0247,221,220,5,6
PO002611,SUP016,SKU0442,450,444,7,6
PO002612,SUP008,SKU0241,365,361,2,4
PO002613,SUP017,SKU0854,325,317,14,0
PO002614,SUP009,SKU0723,37,29,11,4
PO002615,SUP009,SKU0897,463,455,5,1
PO002616,SUP011,SKU0320,85,83,4,3
PO002617,SUP013,SKU0533,233,215,3,6
PO002618,SUP009,SKU0795,270,260,14,2
PO002619,SUP003,SKU0493,356,342,10,1
PO002620,SUP018,SKU0999,463,456,14,3
PO002621,SUP012,SKU0324,178,166,9,5
PO002622,SUP022,SKU0164,102,94,13,7
PO002623,SUP014,SKU0760,194,177,5,4
PO002624,SUP029,SKU0035,141,131,12,8
PO002625,SUP013,SKU0789,269,259,10,6
PO002626,SUP021,SKU0190,455,442,5,3
PO002627,SUP006,SKU0947,118,108,7,5
PO002628,SUP016,SKU0370,400,382,12,1
PO002629,SUP006,SKU0775,434,418,3,7
PO002630,SUP020,SKU0672,111,103,2,5
PO002631,SUP001,SKU0168,310,298,10,0
PO002632,SUP023,SKU0861,302,289,9,4
PO002633,SUP004,SKU0382,32,32,9,5
PO002634,SUP005,SKU0878,25,16,4,4
PO002635,SUP016,SKU0925,421,413,7,4
PO002636,SUP020,SKU0350,352,336,4,7
PO002637,SUP015,SKU0295,164,151,2,0
PO002638,SUP028,SKU0858,150,145,6,1
PO002639,SUP019,SKU0457,174,169,12,7
PO002640,SUP006,SKU0651,420,419,6,1
PO002641,SUP027,SKU0326,465,462,14,6
PO002642,SUP024,SKU0282,139,135,2,8
PO002643,SUP001,SKU0628,199,197,14,0
PO002644,SUP003,SKU0373,166,152,8,7
PO002645,SUP017,SKU0823,132,127,13,8
PO002646,SUP018,SKU0403,355,351,10,4
PO002647,SUP020,SKU0270,449,443,8,0
PO002648,SUP022,SKU0759,349,332,10,2
PO002649,SUP003,SKU0634,455,436,6,3
PO002650,SUP017,SKU0923,327,318,13,6
PO002651,SUP016,SKU0900,35,19,7,8
PO002652,SUP027,SKU0955,321,306,4,5
PO002653,SUP002,SKU0520,35,29,7,0
PO002654,SUP025,SKU0196,125,115,11,4
PO002655,SUP004,SKU0034,53,44,6,7
PO002656,SUP004,SKU0702,313,300,2,2
PO002657,SUP019,SKU0477,203,197,6,1
PO002658,SUP028,SKU0293,180,171,10,5
PO002659,SUP021,SKU0411,115,115,10,5
PO002660,SUP001,SKU0162,427,426,3,0
PO002661,SUP026,SKU0629,461,444,14,2
PO002662,SUP019,SKU0335,382,374,2,7
PO002663,SUP006,SKU0177,367,355,5,5
PO002664,SUP009,SKU0868,301,286,11,3
PO002665,SUP011,SKU0677,239,236,7,1
PO002666,SUP027,SKU0918,164,159,4,5
PO002667,SUP007,SKU0364,458,456,4,8
PO002668,SUP013,SKU0017,173,154,7,5
PO002669,SUP027,SKU0147,263,247,11,1
PO002670,SUP003,SKU0073,439,427,9,8
PO002671,SUP019,SKU0166,263,250,8,2
PO002672,SUP029,SKU0388,454,436,10,7
PO002673,SUP014,SKU0508,150,148,3,8
PO002674,SUP014,SKU0894,172,155,4,5
PO002675,SUP006,SKU0638,311,291,4,4
PO002676,SUP009,SKU0772,248,243,12,2
PO002677,SUP014,SKU0615,21,21,11,1
PO002678,SUP017,SKU0605,433,433,5,4
PO002679,SUP015,SKU0520,190,171,13,7
PO002680,SUP030,SKU0148,278,266,4,5
PO002681,SUP013,SKU0347,346,330,8,0
PO002682,SUP021,SKU0040,291,278,11,4
PO002683,SUP007,SKU0984,372,371,8,1
PO002684,SUP011,SKU0974,465,465,3,2
PO002685,SUP006,SKU0231,220,206,9,8
PO002686,SUP007,SKU0559,77,77,14,0
PO002687,SUP029,SKU0481,234,224,5,3
PO002688,SUP008,SKU0644,249,246,7,0
PO002689,SUP005,SKU0588,371,361,6,7
PO002690,SUP009,SKU0534,220,200,5,1
PO002691,SUP014,SKU0398,143,143,12,0
PO002692,SUP022,SKU0882,252,242,2,5
PO002693,SUP001,SKU0586,153,139,8,1
PO002694,SUP018,SKU0169,308,298,6,7
PO002695,SUP020,SKU0996,189,185,10,7
PO002696,SUP002,SKU0590,21,20,11,0
PO002697,SUP007,SKU0816,209,205,4,8
PO002698,SUP017,SKU0202,266,254,3,4
PO002699,SUP019,SKU0130,230,221,13,6
PO002700,SUP003,SKU0292,204,184,4,2
PO002701,SUP028,SKU0019,21,5,9,3
PO002702,SUP016,SKU0425,334,320,14,8
