Date,Warehouse,SKU,Current_Stock,Reorder_Level,Max_Stock,Damaged_Qty,Holding_Cost
2024-05-31,Ipoh,SKU0524,97,69,210,8,11.64
2024-09-29,Johor,SKU0503,473,97,427,6,56.76
2025-12-29,Penang,SKU0797,197,55,341,0,23.64
2025-10-10,Shah Alam,SKU0486,252,48,315,5,30.24
2025-07-29,Penang,SKU0845,635,81,320,5,76.2
2025-07-03,Kuantan,SKU0497,321,97,527,3,38.52
2024-05-03,Kuching,SKU0981,611,97,572,0,73.32
2025-05-31,Kuching,SKU0754,199,87,314,6,23.88
2024-11-01,Kuching,SKU0434,717,21,225,2,86.04
2025-10-29,Melaka,SKU0304,25,23,163,5,3.0
2025-04-02,Melaka,SKU0477,794,38,422,2,95.28
2024-04-20,Kuching,SKU0609,454,60,393,4,54.48
2025-04-09,Kuching,SKU0203,723,97,280,9,86.76
2024-05-06,Shah Alam,SKU0132,330,22,289,8,39.6
2024-11-18,Melaka,SKU0489,377,38,419,0,45.24
2025-02-09,Penang,SKU0644,444,61,328,9,53.28
2025-10-21,Kuching,SKU0857,778,24,289,9,93.36
2025-06-07,Shah Alam,SKU0775,582,25,495,2,69.84
2024-05-23,Penang,SKU0509,65,28,180,8,7.8
2024-04-04,Ipoh,SKU0168,730,50,332,5,87.6
2024-03-12,KK,SKU0084,422,63,368,8,50.64
2025-10-19,Melaka,SKU0064,537,73,528,2,64.44
2025-04-04,Penang,SKU0562,91,46,205,4,10.92
2025-10-22,Shah Alam,SKU0233,245,27,153,10,29.4
2025-05-05,Shah Alam,SKU0864,714,48,169,3,85.68
2024-05-20,Ipoh,SKU0777,238,39,304,6,28.56
2024-01-20,Kuching,SKU0775,649,70,422,0,77.88
2025-07-17,Johor,SKU0686,731,73,193,3,87.72
2024-08-23,KK,SKU0604,36,46,149,5,4.32
2025-01-11,Penang,SKU0719,82,94,397,3,9.84
2025-10-04,Kuching,SKU0156,549,20,256,8,65.88
2024-06-12,Kuantan,SKU0384,523,69,555,9,62.76
2024-11-30,Kuching,SKU0263,342,45,346,1,41.04
2024-01-30,KK,SKU0667,292,77,485,10,35.04
2024-07-28,Penang,SKU0688,524,71,228,0,62.88
2024-07-23,Kuching,SKU0397,109,46,499,10,13.08
2025-01-04,KK,SKU0220,607,58,185,10,72.84
2024-09-15,Kuantan,SKU0642,235,92,453,0,28.2
2024-07-04,Ipoh,SKU0318,12,47,252,7,1.44
2024-12-01,KK,SKU0970,737,69,369,9,88.44
2025-05-06,Kuching,SKU0772,169,82,523,3,20.28
2024-01-01,Shah Alam,SKU0080,631,33,450,0,75.72
2024-01-01,Kuching,SKU0878,11,55,382,6,1.32
2024-04-09,Shah Alam,SKU0747,581,40,328,3,69.72
2025-01-16,Johor,SKU0662,195,74,317,6,23.4
2024-02-05,Johor,SKU0670,22,58,312,2,2.64
2024-05-03,Shah Alam,SKU0270,467,46,389,2,56.04
2024-08-28,KK,SKU0015,115,31,427,8,13.8
2025-12-20,KK,SKU0280,276,22,154,2,33.12
2025-11-25,Melaka,SKU0221,66,70,185,0,7.92
2025-02-26,Penang,SKU0510,442,79,185,9,53.04
2024-10-14,Kuching,SKU0919,45,28,496,7,5.4
2025-11-18,Kuching,SKU0208,273,23,219,3,32.76
2025-10-27,Shah Alam,SKU0707,458,20,408,6,54.96
2024-08-25,Shah Alam,SKU0573,719,82,328,5,86.28
2025-04-12,KK,SKU0091,612,67,445,2,73.44
2025-07-18,Penang,SKU0383,674,67,331,10,80.88
2025-08-17,Melaka,SKU0356,416,42,332,7,49.92
2024-05-31,KK,SKU0356,785,57,502,8,94.2
2024-03-29,Kuching,SKU0418,368,75,245,5,44.16
2025-04-06,Penang,SKU0947,367,79,200,5,44.04
2025-09-05,Ipoh,SKU0519,640,38,414,10,76.8
2025-08-10,Penang,SKU0852,762,40,245,6,91.44
2025-05-28,Shah Alam,SKU0084,429,34,400,1,51.48
2025-07-17,Penang,SKU0590,4,52,530,3,0.48
2025-05-15,Johor,SKU0701,726,62,328,5,87.12
2025-11-03,Melaka,SKU0562,404,86,298,9,48.48
2025-12-05,Johor,SKU0360,767,72,287,10,92.04
2025-12-11,Kuantan,SKU0660,464,39,505,0,55.68
2025-05-22,Penang,SKU0915,516,33,169,4,61.92
2024-11-06,Kuantan,SKU0248,773,71,448,10,92.76
2024-01-17,Shah Alam,SKU0099,195,23,274,1,23.4
2024-03-09,Kuching,SKU0213,190,29,360,1,22.8
2024-01-11,Kuching,SKU0433,366,71,346,6,43.92
2025-03-14,KK,SKU0384,213,58,483,9,25.56
2024-02-02,KK,SKU0608,42,82,345,5,5.04
2025-01-27,Johor,SKU0032,261,80,396,9,31.32
2024-01-28,Melaka,SKU0636,359,82,201,7,43.08
2024-09-15,Johor,SKU0778,88,80,222,3,10.56
2024-04-06,KK,SKU0742,732,100,394,5,87.84
2024-02-05,Ipoh,SKU0248,618,80,338,8,74.16
2024-08-09,Melaka,SKU0796,720,77,225,0,86.4
2025-11-22,Shah Alam,SKU0701,131,95,454,7,15.72
2025-04-19,Kuching,SKU0071,514,43,499,9,61.68
2024-09-16,Johor,SKU0398,548,26,483,8,65.76
2024-10-27,Penang,SKU0503,178,77,197,4,21.36
2024-04-22,Penang,SKU0616,339,74,213,3,40.68
2024-01-06,Melaka,SKU0494,497,51,548,10,59.64
2024-02-14,Kuching,SKU0928,180,68,261,3,21.6
2025-05-20,Kuantan,SKU0349,699,94,559,7,83.88
2024-04-13,Penang,SKU0828,717,34,205,2,86.04
2024-01-25,KK,SKU0759,619,92,446,5,74.28
2024-01-22,Ipoh,SKU0814,715,75,500,8,85.8
2024-02-04,Kuching,SKU0109,428,80,403,8,51.36
2024-03-07,Johor,SKU0719,432,28,262,10,51.84
2025-06-03,Kuantan,SKU0367,486,71,241,1,58.32
2025-08-07,Penang,SKU0025,165,31,471,3,19.8
2025-01-17,Kuching,SKU0457,675,89,433,1,81.0
2025-08-19,Melaka,SKU0995,672,43,202,8,80.64
2024-05-30,Kuching,SKU0041,237,45,213,6,28.44
2025-06-06,Shah Alam,SKU0012,380,27,184,8,45.6
2025-06-27,Shah Alam,SKU0682,272,94,349,2,32.64
2024-08-06,Kuantan,SKU0328,249,81,520,7,29.88
2024-04-11,Penang,SKU0490,490,47,345,8,58.8
2024-03-13,Penang,SKU0649,642,89,530,2,77.04
2024-03-10,KK,SKU0879,522,38,400,1,62.64
2025-10-03,Melaka,SKU0580,168,51,471,5,20.16
2025-02-20,Shah Alam,SKU0961,230,53,538,6,27.6
2024-01-29,Kuantan,SKU0044,328,70,513,5,39.36
2024-08-18,Penang,SKU0401,460,97,442,9,55.2
2025-10-23,Penang,SKU0973,521,72,295,9,62.52
2024-03-17,Melaka,SKU0534,294,83,490,0,35.28
2024-03-27,Penang,SKU0428,67,91,586,10,8.04
2025-02-06,Kuching,SKU0041,378,55,392,10,45.36
2025-07-02,Ipoh,SKU0827,349,58,315,7,41.88
2025-12-05,Penang,SKU0524,499,69,409,5,59.88
2024-12-16,Johor,SKU0094,708,82,310,10,84.96
2025-08-31,Kuantan,SKU0275,277,56,316,5,33.24
2024-07-14,Ipoh,SKU0929,245,92,348,3,29.4
2025-11-23,Melaka,SKU0846,343,86,328,4,41.16
2025-09-19,Penang,SKU0613,434,44,538,4,52.08
2025-12-30,Ipoh,SKU0195,703,66,270,7,84.36
2024-04-30,Kuching,SKU0596,532,42,468,3,63.84
2024-07-06,KK,SKU0211,612,63,354,3,73.44
2025-08-04,KK,SKU0402,495,54,429,5,59.4
2024-03-14,Kuching,SKU0150,260,97,260,6,31.2
2024-01-04,Johor,SKU0833,563,70,266,4,67.56
2025-07-17,Kuching,SKU0951,506,78,439,9,60.72
2024-02-22,Melaka,SKU0431,203,54,475,7,24.36
2025-03-23,Melaka,SKU0610,110,80,340,1,13.2
2025-01-05,Shah Alam,SKU0144,185,35,156,1,22.2
2025-07-02,Kuching,SKU0285,110,90,255,1,13.2
2024-07-28,Shah Alam,SKU0948,760,74,512,9,91.2
2024-12-11,Kuching,SKU0062,10,34,279,6,1.2
2025-09-25,Kuching,SKU0247,236,48,430,5,28.32
2024-01-24,Ipoh,SKU0861,242,39,529,3,29.04
2025-07-08,Shah Alam,SKU0176,392,46,228,1,47.04
2024-10-03,KK,SKU0585,758,98,261,1,90.96
2024-09-04,KK,SKU0253,416,48,460,2,49.92
2024-10-13,Johor,SKU0914,177,48,149,3,21.24
2025-08-16,Melaka,SKU0688,315,75,403,3,37.8
2025-02-22,KK,SKU0238,102,30,356,2,12.24
2025-01-24,Shah Alam,SKU0757,393,98,475,4,47.16
2025-03-23,Ipoh,SKU0211,689,82,346,0,82.68
2025-02-01,KK,SKU0512,519,98,508,3,62.28
2025-09-07,Melaka,SKU0382,147,29,215,6,17.64
2024-12-27,Melaka,SKU0213,223,60,300,3,26.76
2025-01-23,KK,SKU0733,297,49,161,10,35.64
2025-10-22,Johor,SKU0958,576,51,382,0,69.12
2025-01-03,Melaka,SKU0399,585,64,174,7,70.2
2025-03-10,Johor,SKU0447,741,77,400,4,88.92
2025-01-10,Kuching,SKU0357,234,54,399,2,28.08
2025-10-22,Kuantan,SKU0173,224,94,212,6,26.88
2024-04-02,Penang,SKU0374,49,49,196,9,5.88
2024-09-13,Johor,SKU0713,566,26,394,4,67.92
2024-05-25,Melaka,SKU0464,152,57,299,2,18.24
2024-06-19,Johor,SKU0235,419,59,277,1,50.28
2025-11-01,Penang,SKU0636,53,93,340,8,6.36
2024-08-29,Shah Alam,SKU0482,433,41,241,9,51.96
2024-04-13,Kuching,SKU0730,78,28,528,2,9.36
2025-07-20,Ipoh,SKU0547,127,79,549,2,15.24
2024-09-08,Shah Alam,SKU0157,546,43,309,2,65.52
2024-01-22,Shah Alam,SKU0785,278,85,386,2,33.36
2024-06-08,Penang,SKU0172,49,80,303,9,5.88
2024-10-12,KK,SKU0855,376,93,318,7,45.12
2025-12-31,Kuantan,SKU0180,727,34,216,10,87.24
2024-03-09,Melaka,SKU0621,772,25,194,0,92.64
2025-05-16,Melaka,SKU0295,471,87,468,8,56.52
2025-04-22,Ipoh,SKU0744,413,87,497,9,49.56
2024-09-14,Melaka,SKU0736,767,71,256,8,92.04
2024-02-07,Kuantan,SKU0879,511,36,173,9,61.32
2025-09-10,Melaka,SKU0377,305,34,329,6,36.6
2024-11-18,KK,SKU0307,382,23,224,0,45.84
2025-04-05,Penang,SKU0221,445,38,470,4,53.4
2024-01-17,Kuantan,SKU0406,250,38,362,4,30.0
2025-12-30,KK,SKU0499,408,79,369,3,48.96
2024-02-22,Kuantan,SKU0475,133,73,247,10,15.96
2025-01-18,Shah Alam,SKU0945,103,57,336,7,12.36
2024-03-20,Kuching,SKU0932,395,75,356,8,47.4
2025-05-05,Johor,SKU0565,488,25,305,5,58.56
2024-06-18,Shah Alam,SKU0199,317,84,235,2,38.04
2024-10-03,Shah Alam,SKU0763,728,91,203,8,87.36
2025-01-15,Shah Alam,SKU0224,645,86,415,6,77.4
2024-12-21,Ipoh,SKU0343,627,78,323,5,75.24
2024-05-06,KK,SKU0053,529,94,582,7,63.48
2024-02-07,Johor,SKU0444,781,85,263,6,93.72
2025-10-12,Kuching,SKU0339,676,76,249,2,81.12
2025-09-23,Melaka,SKU0781,201,31,272,6,24.12
2024-11-06,Shah Alam,SKU0226,42,25,193,3,5.04
2025-03-03,Penang,SKU0429,582,44,362,8,69.84
2024-01-01,Johor,SKU0582,261,46,229,0,31.32
2024-03-08,Kuantan,SKU0272,744,81,420,2,89.28
2024-04-26,Johor,SKU0948,688,83,525,7,82.56
2025-01-16,KK,SKU0832,350,98,330,9,42.0
2025-10-08,Ipoh,SKU0572,561,62,431,2,67.32
2025-06-16,Kuching,SKU0684,698,95,499,3,83.76
2025-05-09,Kuching,SKU0232,22,75,343,8,2.64
2024-02-22,Kuching,SKU0308,510,71,302,1,61.2
2024-08-16,Kuantan,SKU0844,151,91,318,7,18.12
2025-12-15,Ipoh,SKU0927,156,32,343,6,18.72
2024-11-02,Johor,SKU0430,580,62,286,2,69.6
2024-11-17,Shah Alam,SKU0639,492,28,351,6,59.04
2025-02-28,KK,SKU0835,442,39,154,5,53.04
2024-11-11,Kuantan,SKU0961,379,35,384,7,45.48
2024-08-07,Melaka,SKU0951,405,95,415,3,48.6
2024-06-17,Ipoh,SKU0294,249,98,279,9,29.88
2024-03-25,Johor,SKU0335,607,68,210,1,72.84
2024-06-02,Melaka,SKU0816,755,21,373,1,90.6
2024-02-22,Shah Alam,SKU0957,714,39,380,2,85.68
2025-01-10,Ipoh,SKU0034,136,57,498,9,16.32
2024-11-13,Ipoh,SKU0090,41,41,192,0,4.92
2025-09-21,Shah Alam,SKU0597,84,25,223,2,10.08
2024-04-20,Kuching,SKU0919,400,82,485,4,48.0
2025-09-19,Kuching,SKU0631,538,29,199,1,64.56
2024-06-10,Johor,SKU0474,620,53,407,9,74.4
2024-02-02,Melaka,SKU0230,705,56,329,10,84.6
2025-04-08,Ipoh,SKU0167,711,80,440,4,85.32
2025-03-04,Kuantan,SKU0301,669,71,329,10,80.28
2025-04-17,Penang,SKU0335,215,50,510,2,25.8
2025-08-24,Johor,SKU0038,81,27,202,1,9.72
2024-03-16,Kuching,SKU0460,129,39,533,5,15.48
2024-09-01,KK,SKU0705,327,94,416,6,39.24
2025-08-24,Kuching,SKU0126,659,90,553,3,79.08
2025-01-07,Penang,SKU0918,484,24,324,3,58.08
2024-02-02,Kuching,SKU0354,67,26,325,2,8.04
2025-11-05,Melaka,SKU0833,509,79,542,5,61.08
2025-12-25,Melaka,SKU0461,136,61,498,5,16.32
2025-12-17,Penang,SKU0982,769,92,195,2,92.28
2024-04-05,KK,SKU0978,256,73,344,2,30.72
2025-06-09,KK,SKU0044,143,50,292,3,17.16
2024-02-09,Shah Alam,SKU0739,184,73,496,5,22.08
2025-01-16,Ipoh,SKU0729,351,98,199,1,42.12
2024-07-25,Kuantan,SKU0495,790,84,259,5,94.8
2024-10-07,Melaka,SKU0697,674,84,454,9,80.88
2025-03-21,Shah Alam,SKU0628,626,45,377,9,75.12
2025-04-12,Shah Alam,SKU0561,297,88,333,5,35.64
2025-10-04,Johor,SKU0019,417,95,437,6,50.04
2025-08-08,Kuantan,SKU0952,474,97,358,9,56.88
2024-11-03,Shah Alam,SKU0229,460,53,270,10,55.2
2025-02-08,Kuching,SKU0927,593,52,154,8,71.16
2025-04-05,Kuantan,SKU0235,41,48,351,0,4.92
2024-10-07,Melaka,SKU0441,48,29,137,8,5.76
2025-09-06,Shah Alam,SKU0890,750,59,413,9,90.0
2024-10-21,Johor,SKU0219,546,90,310,6,65.52
2024-06-30,Kuantan,SKU0575,743,62,169,10,89.16
2025-10-24,Kuantan,SKU0440,81,62,407,0,9.72
2024-06-22,Kuching,SKU0102,132,53,496,4,15.84
2024-07-27,Penang,SKU0426,165,74,359,1,19.8
2025-07-09,Johor,SKU0784,295,59,198,2,35.4
2024-09-02,Johor,SKU0895,124,20,518,4,14.88
2025-04-07,Ipoh,SKU0989,183,34,196,8,21.96
2025-04-21,Johor,SKU0785,798,88,434,10,95.76
2024-12-30,Johor,SKU0630,284,30,310,2,34.08
2024-09-13,Shah Alam,SKU0398,193,89,506,1,23.16
2024-12-16,Penang,SKU0065,166,38,405,8,19.92
2024-12-25,Shah Alam,SKU0199,490,100,374,6,58.8
2024-04-16,Melaka,SKU0812,774,75,283,2,92.88
2025-08-23,Johor,SKU0195,635,81,562,3,76.2
2025-07-24,KK,SKU0855,672,83,381,5,80.64
2024-02-12,Shah Alam,SKU0658,377,45,376,3,45.24
2024-01-18,Ipoh,SKU0004,584,65,497,5,70.08
2024-11-18,KK,SKU0426,767,20,163,2,92.04
2025-06-17,Johor,SKU0864,98,96,499,2,11.76
2025-07-18,Ipoh,SKU0485,506,90,251,9,60.72
2024-09-08,Kuching,SKU0831,33,60,434,6,3.96
2024-02-26,Kuching,SKU0301,39,33,473,2,4.68
2024-06-05,Kuching,SKU0713,264,68,342,6,31.68
2024-03-17,KK,SKU0077,543,66,323,4,65.16
2024-10-18,Ipoh,SKU0417,23,23,217,1,2.76
2025-09-09,Johor,SKU0891,140,87,372,1,16.8
2024-11-21,Johor,SKU0098,270,62,255,9,32.4
2024-08-25,Shah Alam,SKU0218,596,30,271,4,71.52
2025-07-08,Johor,SKU0862,778,90,554,8,93.36
2024-10-31,Kuching,SKU0958,591,89,240,6,70.92
2025-03-06,Johor,SKU0771,41,59,495,5,4.92
2024-05-20,Johor,SKU0276,758,26,174,9,90.96
2024-02-13,KK,SKU0005,109,81,365,6,13.08
2024-06-11,Kuantan,SKU0555,109,53,194,5,13.08
2025-12-18,Johor,SKU0173,189,92,514,0,22.68
2024-06-22,Kuantan,SKU0482,223,36,344,0,26.76
2025-08-13,Kuantan,SKU0698,535,54,406,8,64.2
2024-08-04,Melaka,SKU0244,60,75,273,8,7.2
2025-02-18,Melaka,SKU0300,352,37,433,4,42.24
2024-05-07,Melaka,SKU0276,255,98,328,10,30.6
2024-04-27,Melaka,SKU0620,509,20,422,3,61.08
2025-08-13,Penang,SKU0765,259,36,464,9,31.08
2024-05-15,Shah Alam,SKU0123,687,51,269,3,82.44
2025-12-01,Melaka,SKU0763,47,29,197,3,5.64
2024-01-03,Kuantan,SKU0284,115,93,560,1,13.8
2025-02-27,Johor,SKU0850,712,21,295,3,85.44
2025-10-25,Johor,SKU0458,147,38,326,5,17.64
2025-11-27,Kuching,SKU0421,387,86,413,10,46.44
2024-07-30,Melaka,SKU0207,650,38,318,3,78.0
2025-05-16,KK,SKU0891,681,51,291,6,81.72
2025-03-19,KK,SKU0051,258,20,201,0,30.96
2025-06-20,Kuching,SKU0801,61,78,282,6,7.32
2024-10-17,Kuching,SKU0114,294,38,228,6,35.28
2025-06-26,Johor,SKU0788,14,80,480,7,1.68
2025-04-05,Kuantan,SKU0357,310,48,500,4,37.2
2024-10-03,Penang,SKU0860,488,69,414,3,58.56
2024-08-28,KK,SKU0449,136,22,318,3,16.32
2025-10-19,Penang,SKU0972,564,85,241,4,67.68
2024-09-17,Johor,SKU0739,379,86,325,10,45.48
2024-01-21,Johor,SKU0529,317,71,461,1,38.04
2024-09-07,Penang,SKU0248,289,52,473,7,34.68
2024-01-21,Ipoh,SKU0542,3,39,532,8,0.36
2024-01-02,KK,SKU0430,581,63,262,2,69.72
2025-03-11,Kuching,SKU0112,750,59,515,4,90.0
2025-02-15,Ipoh,SKU0601,204,100,249,6,24.48
2024-09-07,Ipoh,SKU0484,639,45,168,5,76.68
2025-06-29,Ipoh,SKU0366,482,50,402,3,57.84
2025-12-07,Johor,SKU0442,575,22,174,9,69.0
2025-02-24,Shah Alam,SKU0918,140,49,253,7,16.8
2024-04-15,KK,SKU0423,547,29,496,2,65.64
2024-08-11,Ipoh,SKU0227,755,47,196,0,90.6
2025-02-22,Johor,SKU0263,11,95,338,10,1.32
2024-04-05,Ipoh,SKU0603,460,46,267,9,55.2
2025-09-04,Kuantan,SKU0122,95,52,174,7,11.4
2024-06-20,Shah Alam,SKU0706,283,89,439,3,33.96
2024-04-12,Johor,SKU0815,421,62,419,9,50.52
2024-01-01,Melaka,SKU0235,589,55,511,5,70.68
2025-07-23,Penang,SKU0958,365,77,190,1,43.8
2025-11-14,Kuching,SKU0643,585,22,220,2,70.2
2024-02-16,Penang,SKU0843,160,49,249,3,19.2
2025-04-16,Shah Alam,SKU0203,135,57,495,7,16.2
2024-02-02,Johor,SKU0232,633,37,508,3,75.96
2025-12-04,Melaka,SKU0376,642,58,236,1,77.04
2025-01-22,Shah Alam,SKU0854,162,80,267,5,19.44
2025-12-01,Melaka,SKU0036,545,42,197,1,65.4
2024-03-15,Penang,SKU0783,161,47,359,1,19.32
2024-09-29,Ipoh,SKU0446,234,41,372,2,28.08
2025-11-07,Kuantan,SKU0849,608,88,417,6,72.96
2024-10-12,Ipoh,SKU0177,625,76,309,9,75.0
2024-07-19,Melaka,SKU0220,751,22,273,6,90.12
2024-04-03,Johor,SKU0792,548,79,534,2,65.76
2025-12-18,Johor,SKU0923,55,49,435,7,6.6
2025-12-30,Penang,SKU0405,665,94,221,8,79.8
2024-05-09,Kuantan,SKU0185,551,49,174,8,66.12
2024-03-16,Kuantan,SKU0879,621,89,464,8,74.52
2025-07-04,Johor,SKU0086,347,87,319,4,41.64
2024-07-01,Shah Alam,SKU0341,562,37,355,7,67.44
2024-08-13,Johor,SKU0871,210,37,402,2,25.2
2025-03-08,Johor,SKU0640,452,29,506,5,54.24
2024-12-11,Shah Alam,SKU0472,168,55,171,0,20.16
2024-02-01,Johor,SKU0799,27,23,288,2,3.24
2024-03-24,Johor,SKU0776,760,94,546,3,91.2
2025-07-05,Ipoh,SKU0493,100,76,205,10,12.0
2024-06-02,Ipoh,SKU0767,619,23,283,6,74.28
2025-10-23,Kuching,SKU0689,117,84,569,4,14.04
2025-07-12,Penang,SKU0268,163,30,437,10,19.56
2024-10-21,KK,SKU0591,552,81,448,1,66.24
2025-05-28,Shah Alam,SKU0155,179,56,316,6,21.48
2025-03-21,KK,SKU0481,41,84,197,0,4.92
2025-11-08,Kuching,SKU0614,50,20,245,6,6.0
2024-03-31,Ipoh,SKU0354,651,63,533,8,78.12
2025-02-18,Melaka,SKU0282,542,39,427,1,65.04
2024-10-02,Kuantan,SKU0242,422,39,303,5,50.64
2024-11-13,Penang,SKU0678,50,66,461,6,6.0
2024-02-10,KK,SKU0748,42,90,217,6,5.04
2025-09-08,KK,SKU0213,246,72,488,5,29.52
2025-10-13,Penang,SKU0806,17,99,263,1,2.04
2024-05-05,Melaka,SKU0063,274,26,255,8,32.88
2024-01-06,Kuching,SKU0128,569,87,507,4,68.28
2025-07-14,KK,SKU0986,659,42,397,3,79.08
2024-07-11,Johor,SKU0529,198,68,372,4,23.76
2024-05-24,Melaka,SKU0249,158,28,444,10,18.96
2025-06-18,Kuching,SKU0303,743,41,349,4,89.16
2025-03-05,Penang,SKU0163,21,51,339,8,2.52
2024-11-13,Kuching,SKU0442,219,33,175,7,26.28
2024-10-25,Melaka,SKU0895,41,69,249,5,4.92
2024-10-24,Shah Alam,SKU0969,768,67,262,6,92.16
2024-12-14,Penang,SKU0808,234,67,317,3,28.08
2025-11-15,Johor,SKU0983,746,22,362,6,89.52
2024-10-24,Shah Alam,SKU0316,421,55,550,3,50.52
2024-09-04,Penang,SKU0749,111,67,308,5,13.32
2025-09-16,Shah Alam,SKU0743,137,79,523,5,16.44
2024-10-25,Kuantan,SKU0039,296,27,231,3,35.52
2024-07-17,Kuching,SKU0214,783,65,465,5,93.96
2025-02-08,Kuantan,SKU0905,725,35,207,1,87.0
2025-04-10,KK,SKU0093,96,96,565,1,11.52
2024-07-22,Kuantan,SKU0558,49,97,500,1,5.88
2025-05-19,Kuantan,SKU0647,695,45,213,6,83.4
2024-02-10,Melaka,SKU0660,330,48,165,1,39.6
2025-06-01,KK,SKU0980,85,98,586,5,10.2
2025-05-27,Melaka,SKU0399,97,79,577,8,11.64
2024-01-11,Penang,SKU0738,537,21,227,0,64.44
2024-04-19,Ipoh,SKU0831,30,95,593,6,3.6
2025-09-03,Shah Alam,SKU0115,562,36,261,6,67.44
2024-09-27,Kuching,SKU0342,483,83,488,1,57.96
2024-01-04,Kuantan,SKU0984,742,73,373,5,89.04
2024-02-29,Johor,SKU0625,354,37,296,9,42.48
2025-10-16,Kuching,SKU0073,126,87,242,8,15.12
2025-02-10,KK,SKU0300,231,49,324,0,27.72
2024-07-18,Penang,SKU0601,142,72,542,2,17.04
2025-09-08,Penang,SKU0965,220,97,234,3,26.4
2024-12-11,Melaka,SKU0463,281,62,201,1,33.72
2024-05-13,Melaka,SKU0262,37,57,539,0,4.44
2024-01-22,Ipoh,SKU0850,375,100,321,7,45.0
2025-03-21,Shah Alam,SKU0959,404,74,439,1,48.48
2025-03-12,Shah Alam,SKU0120,764,36,157,3,91.68
2024-07-27,Ipoh,SKU0896,56,86,385,6,6.72
2024-01-28,Melaka,SKU0906,622,31,209,10,74.64
2024-08-05,Johor,SKU0467,74,61,250,3,8.88
2024-02-23,Melaka,SKU0261,348,65,425,8,41.76
2024-04-21,KK,SKU0188,446,93,513,7,53.52
2025-10-21,Penang,SKU0435,781,91,509,3,93.72
2024-02-11,Johor,SKU0538,270,57,280,4,32.4
2025-06-24,KK,SKU0918,567,20,519,3,68.04
2025-05-03,Penang,SKU0351,305,50,358,0,36.6
2025-09-21,Johor,SKU0218,239,67,194,1,28.68
2025-12-08,Shah Alam,SKU0684,379,77,487,0,45.48
2025-08-17,Johor,SKU0520,377,92,340,4,45.24
2025-04-08,Kuching,SKU0588,186,22,420,2,22.32
2025-12-24,Melaka,SKU0413,774,96,588,9,92.88
2025-07-19,KK,SKU0587,384,57,202,8,46.08
2025-01-09,Melaka,SKU0303,148,88,514,9,17.76
2025-08-01,Johor,SKU0255,150,62,312,0,18.0
2025-08-06,Kuantan,SKU0791,512,59,248,3,61.44
2024-10-28,Penang,SKU0111,189,48,545,6,22.68
2024-02-26,Melaka,SKU0414,577,91,509,0,69.24
2025-02-11,Johor,SKU0572,484,39,373,6,58.08
2024-06-27,Kuantan,SKU0996,31,76,334,8,3.72
2025-06-16,Kuantan,SKU0966,741,49,315,10,88.92
2025-10-27,Kuantan,SKU0679,616,66,432,2,73.92
2024-10-18,Shah Alam,SKU0674,574,22,298,6,68.88
2024-05-25,Melaka,SKU0909,679,35,309,0,81.48
2025-08-27,Ipoh,SKU0563,150,71,449,10,18.0
2024-04-05,Melaka,SKU0151,444,54,447,6,53.28
2024-03-15,Kuantan,SKU0353,416,100,207,8,49.92
2025-11-19,Penang,SKU0494,436,32,524,3,52.32
2025-08-08,Ipoh,SKU0827,541,60,544,1,64.92
2025-02-12,Penang,SKU0258,196,54,277,9,23.52
2025-06-05,Kuching,SKU0816,791,59,479,0,94.92
2025-05-04,Kuantan,SKU0876,30,41,141,0,3.6
2025-09-06,Melaka,SKU0684,526,75,374,1,63.12
2025-05-30,Kuantan,SKU0057,119,69,207,1,14.28
2024-12-08,Shah Alam,SKU0685,197,98,222,1,23.64
2025-09-18,Kuching,SKU0385,540,27,168,4,64.8
2024-11-25,Shah Alam,SKU0645,621,29,361,6,74.52
2025-06-18,Kuantan,SKU0793,181,100,498,7,21.72
2024-05-27,Shah Alam,SKU0658,421,100,573,5,50.52
2024-10-03,Shah Alam,SKU0226,652,55,408,7,78.24
2025-02-04,Penang,SKU0454,613,56,185,7,73.56
2025-02-25,Penang,SKU0907,143,71,476,2,17.16
2024-04-04,KK,SKU0353,19,91,562,10,2.28
2024-02-18,Penang,SKU0846,485,69,458,9,58.2
2024-01-24,Melaka,SKU0069,787,53,421,10,94.44
2024-07-18,Kuantan,SKU0547,269,28,231,7,32.28
2024-11-17,Ipoh,SKU0238,91,36,502,2,10.92
2024-04-21,KK,SKU0208,353,71,449,1,42.36
2024-06-17,Johor,SKU0476,10,46,186,9,1.2
2024-04-25,Kuantan,SKU0168,0,68,552,6,0.0
2024-05-15,KK,SKU0244,525,60,413,8,63.0
2024-05-04,Kuantan,SKU0588,353,68,279,7,42.36
2024-10-30,Kuching,SKU0077,683,89,324,9,81.96
2025-08-15,Ipoh,SKU0051,743,41,165,2,89.16
2025-06-06,Shah Alam,SKU0885,405,57,205,6,48.6
2024-08-30,KK,SKU0283,291,26,230,10,34.92
2025-04-26,Johor,SKU0257,104,70,242,7,12.48
2024-06-23,Penang,SKU0759,511,85,223,0,61.32
2025-05-18,Penang,SKU0854,165,31,183,10,19.8
2025-03-05,Penang,SKU0199,267,86,479,8,32.04
2025-12-04,KK,SKU0349,752,82,301,6,90.24
2024-09-05,Johor,SKU0888,237,89,452,2,28.44
2025-02-22,Shah Alam,SKU0557,697,60,333,3,83.64
