Sales_ID,Date,SKU,Warehouse,Quantity_Sold,Discount_Pct,Revenue
S006581,2025-02-10,SKU0807,Melaka,1,10,318.58
S006582,2025-04-03,SKU0863,Kuantan,19,0,7944.66
S006583,2024-02-26,SKU0943,Penang,18,15,5605.46
S006584,2024-05-23,SKU0570,KK,7,10,1571.35
S006585,2025-12-30,SKU0984,KK,18,0,4790.52
S006586,2025-11-19,SKU0537,Penang,19,0,2328.26
S006587,2025-08-12,SKU0484,Shah Alam,17,5,5623.75
S006588,2025-10-11,SKU0654,Shah Alam,7,0,474.25
S006589,2024-06-24,SKU0319,KK,12,0,4559.04
S006590,2025-08-31,SKU0826,Johor,20,15,7166.01
S006591,2025-04-14,SKU0944,Johor,14,15,777.55
S006592,2025-05-07,SKU0398,Shah Alam,3,0,485.82
S006593,2024-05-04,SKU0105,Johor,17,15,458.79
S006594,2024-12-25,SKU0024,Ipoh,15,0,6748.95
S006595,2025-06-10,SKU0884,Kuching,6,5,1446.15
S006596,2025-03-29,SKU0377,Johor,4,0,772.96
S006597,2025-12-20,SKU0003,Kuantan,12,15,250.92
S006598,2025-07-02,SKU0687,Kuantan,17,15,1069.16
S006599,2025-07-10,SKU0316,KK,20,15,7528.28
S006600,2025-10-28,SKU0989,Kuching,15,10,4603.64
S006601,2025-05-02,SKU0112,KK,12,5,2382.37
S006602,2025-06-02,SKU0699,Melaka,17,0,3687.81
S006603,2025-02-21,SKU0562,Penang,10,5,1412.65
S006604,2025-02-15,SKU0348,KK,19,10,7704.75
S006605,2024-11-09,SKU0170,Melaka,8,0,948.64
S006606,2025-04-24,SKU0882,Johor,3,15,981.95
S006607,2024-03-27,SKU0898,Shah Alam,16,5,5482.34
S006608,2024-07-30,SKU0879,KK,6,0,1850.58
S006609,2024-04-22,SKU0548,Johor,14,0,3953.18
S006610,2024-10-29,SKU0556,KK,20,15,5781.7
S006611,2025-04-13,SKU0277,Kuantan,16,0,7229.28
S006612,2025-06-11,SKU0540,Kuching,17,5,959.96
S006613,2025-02-26,SKU0548,Kuantan,16,10,4066.13
S006614,2025-02-03,SKU0571,KK,6,0,2397.24
S006615,2024-12-25,SKU0093,Ipoh,14,10,5833.8
S006616,2024-06-16,SKU0069,KK,8,0,2129.28
S006617,2024-03-22,SKU0649,Ipoh,16,0,2715.68
S006618,2024-03-29,SKU0855,Ipoh,5,10,1795.0
S006619,2024-07-15,SKU0623,Melaka,1,0,286.29
S006620,2024-05-23,SKU0656,Johor,4,15,991.61
S006621,2024-04-30,SKU0728,Melaka,11,15,3528.6
S006622,2024-10-20,SKU0217,Ipoh,20,15,5565.46
S006623,2024-12-12,SKU0088,Johor,6,10,869.67
S006624,2025-09-05,SKU0199,Johor,1,10,226.76
S006625,2024-04-13,SKU0766,Johor,16,10,5930.5
S006626,2025-11-12,SKU0871,KK,11,10,3386.49
S006627,2024-08-03,SKU0147,Kuching,9,10,872.29
S006628,2025-10-05,SKU0241,Melaka,2,15,329.24
S006629,2025-02-08,SKU0482,KK,10,0,4791.0
S006630,2025-08-30,SKU0119,Johor,5,0,1592.95
S006631,2025-09-09,SKU0976,KK,7,15,1059.1
S006632,2025-06-28,SKU0627,KK,13,10,1000.7
S006633,2025-05-22,SKU0525,Penang,20,10,3844.08
S006634,2025-05-19,SKU0807,Penang,9,0,3185.82
S006635,2025-04-22,SKU0318,Ipoh,7,5,1448.17
S006636,2025-01-10,SKU0130,Melaka,7,15,294.41
S006637,2024-01-17,SKU0248,KK,15,0,7220.85
S006638,2025-03-03,SKU0196,Johor,7,0,314.93
S006639,2025-11-12,SKU0801,Shah Alam,7,15,1989.98
S006640,2024-10-25,SKU0546,KK,11,0,882.2
S006641,2024-08-22,SKU0079,Ipoh,19,0,8473.24
S006642,2025-04-11,SKU0992,KK,7,0,3417.05
S006643,2025-06-10,SKU0790,KK,5,0,2457.55
S006644,2024-07-19,SKU0109,Kuching,13,15,2321.72
S006645,2024-09-28,SKU0321,Kuantan,16,10,464.4
S006646,2025-04-27,SKU0582,Kuching,19,15,786.83
S006647,2024-08-26,SKU0121,Johor,7,0,89.04
S006648,2025-11-28,SKU0830,Kuching,5,0,805.45
S006649,2025-07-31,SKU0418,KK,20,0,7794.6
S006650,2025-03-29,SKU0896,Shah Alam,17,0,620.33
S006651,2024-10-13,SKU0920,KK,3,0,1003.86
S006652,2024-02-18,SKU0123,Kuantan,2,0,919.12
S006653,2024-08-08,SKU0522,Kuantan,8,15,616.22
S006654,2025-08-26,SKU0086,KK,3,0,140.61
S006655,2025-10-23,SKU0927,Kuching,20,5,8633.03
S006656,2024-06-26,SKU0854,KK,9,0,4150.89
S006657,2025-09-09,SKU0841,Melaka,14,15,2737.36
S006658,2024-07-06,SKU0947,Kuching,13,15,2921.18
S006659,2024-07-26,SKU0154,KK,17,0,2682.26
S006660,2025-04-04,SKU0447,Kuantan,13,0,5617.69
S006661,2025-03-15,SKU0091,Melaka,8,0,3708.96
S006662,2025-10-10,SKU0496,Kuantan,4,0,1766.08
S006663,2025-02-23,SKU0710,Kuching,16,10,6120.86
S006664,2025-07-29,SKU0899,Kuantan,8,0,3947.6
S006665,2025-12-25,SKU0780,Kuching,14,15,2352.39
S006666,2024-11-14,SKU0855,Penang,12,15,4068.68
S006667,2025-09-03,SKU0455,Ipoh,8,15,368.02
S006668,2025-10-28,SKU0265,Johor,18,15,3562.61
S006669,2024-10-11,SKU0425,KK,13,0,903.11
S006670,2025-06-11,SKU0855,Penang,4,0,1595.56
S006671,2025-06-01,SKU0746,Penang,20,5,7270.16
S006672,2025-10-26,SKU0635,Ipoh,5,0,1184.5
S006673,2024-10-01,SKU0612,KK,2,10,254.74
S006674,2024-12-18,SKU0153,Melaka,4,0,428.72
S006675,2024-12-11,SKU0243,Penang,5,15,1311.76
S006676,2025-12-01,SKU0383,Ipoh,17,15,1827.06
S006677,2024-03-06,SKU0664,Penang,17,0,2042.89
S006678,2024-05-26,SKU0674,Kuantan,10,0,4046.7
S006679,2024-01-23,SKU0514,Kuching,4,0,1794.44
S006680,2025-07-02,SKU0634,KK,2,10,468.41
S006681,2024-07-25,SKU0241,Johor,3,0,581.01
S006682,2024-12-09,SKU0680,Melaka,5,15,338.55
S006683,2025-08-24,SKU0796,Melaka,18,0,2109.96
S006684,2025-09-11,SKU0247,Kuantan,9,10,374.14
S006685,2024-10-26,SKU0426,Ipoh,11,10,2495.49
S006686,2024-01-03,SKU0643,Johor,12,5,1008.56
S006687,2025-04-28,SKU0975,Ipoh,15,0,3227.25
S006688,2025-06-25,SKU0217,KK,19,15,5287.19
S006689,2025-05-24,SKU0269,Kuantan,11,15,1964.06
S006690,2024-05-03,SKU0863,Kuching,14,0,5853.96
S006691,2025-02-17,SKU0616,Kuching,5,10,716.76
S006692,2025-07-26,SKU0677,Johor,1,0,394.99
S006693,2024-06-18,SKU0018,Shah Alam,3,15,825.18
S006694,2025-11-22,SKU0902,Johor,2,0,640.82
S006695,2025-03-02,SKU0029,Kuantan,15,10,211.01
S006696,2025-09-13,SKU0951,Shah Alam,13,5,576.5
S006697,2024-04-07,SKU0137,Shah Alam,1,0,223.56
S006698,2024-07-19,SKU0990,Penang,20,15,3409.35
S006699,2024-04-16,SKU0752,Penang,17,0,535.67
S006700,2025-07-27,SKU0723,Ipoh,12,0,4412.16
S006701,2024-01-27,SKU0368,Penang,6,15,824.36
S006702,2024-03-16,SKU0800,Kuantan,19,10,7382.58
S006703,2025-10-28,SKU0344,Kuantan,5,10,1930.9
S006704,2024-05-19,SKU0252,Ipoh,17,10,213.74
S006705,2025-03-06,SKU0327,KK,16,10,693.36
S006706,2024-07-24,SKU0632,Shah Alam,13,15,350.4
S006707,2025-08-14,SKU0164,Melaka,8,0,1565.6
S006708,2024-01-06,SKU0002,Shah Alam,2,0,745.86
S006709,2024-07-26,SKU0287,Ipoh,13,10,417.46
S006710,2024-11-07,SKU0993,Johor,5,15,1591.2
S006711,2025-04-12,SKU0660,Melaka,11,0,1161.71
S006712,2024-08-05,SKU0368,Kuantan,6,15,824.36
S006713,2024-04-24,SKU0325,Johor,16,0,1964.0
S006714,2025-07-30,SKU0430,Penang,11,0,5351.17
S006715,2024-02-25,SKU0614,Melaka,17,15,2701.43
S006716,2024-12-24,SKU0854,Penang,12,0,5534.52
S006717,2025-11-02,SKU0459,Penang,2,0,732.96
S006718,2024-01-02,SKU0714,Johor,16,0,254.56
S006719,2025-10-17,SKU0149,KK,20,5,4519.53
S006720,2024-05-17,SKU0960,Kuching,14,0,5932.08
S006721,2025-05-18,SKU0613,Melaka,11,0,1597.42
S006722,2024-06-03,SKU0505,Penang,3,10,994.27
S006723,2025-07-07,SKU0846,Penang,10,5,4364.4
S006724,2025-11-18,SKU0170,Kuantan,4,15,403.17
S006725,2025-07-12,SKU0703,Shah Alam,5,0,400.0
S006726,2024-04-08,SKU0869,Penang,16,5,5282.61
S006727,2024-01-01,SKU0601,Melaka,5,5,735.01
S006728,2025-10-23,SKU0681,Melaka,12,0,2777.76
S006729,2024-05-30,SKU0952,Johor,13,0,6309.81
S006730,2025-04-18,SKU0118,Penang,5,0,1547.6
S006731,2025-12-06,SKU0515,Shah Alam,3,0,1376.7
S006732,2025-06-09,SKU0159,Kuantan,6,10,520.07
S006733,2025-06-09,SKU0739,KK,11,15,2711.97
S006734,2024-10-01,SKU0271,Johor,15,0,6671.4
S006735,2024-01-17,SKU0672,Kuching,5,0,1857.15
S006736,2024-07-10,SKU0253,Kuantan,18,0,7525.62
S006737,2025-11-12,SKU0246,Johor,12,15,4123.55
S006738,2025-11-01,SKU0083,Penang,12,10,1572.16
S006739,2024-09-18,SKU0487,Ipoh,1,0,477.76
S006740,2025-07-31,SKU0170,Penang,17,0,2015.86
S006741,2025-03-06,SKU0226,Kuantan,10,0,1270.1
S006742,2024-04-03,SKU0725,Johor,7,0,258.72
S006743,2025-05-07,SKU0077,Shah Alam,20,0,8109.6
S006744,2024-05-31,SKU0070,Kuantan,3,5,467.26
S006745,2024-08-16,SKU0918,Johor,19,5,4376.22
S006746,2024-01-18,SKU0731,Johor,19,15,4724.84
S006747,2025-10-09,SKU0712,Melaka,2,5,748.71
S006748,2025-06-01,SKU0157,Ipoh,8,5,3138.34
S006749,2024-04-22,SKU0355,Penang,14,5,4457.76
S006750,2025-03-22,SKU0223,KK,2,0,840.72
S006751,2024-02-04,SKU0996,Penang,10,0,3056.6
S006752,2024-01-30,SKU0989,Melaka,4,0,1364.04
S006753,2025-03-23,SKU0414,KK,8,0,1534.16
S006754,2025-01-15,SKU0928,Kuching,8,10,2822.18
S006755,2025-06-16,SKU0526,Melaka,8,0,3243.12
S006756,2024-05-07,SKU0305,Penang,14,0,2113.16
S006757,2024-01-29,SKU0399,Ipoh,14,0,391.16
S006758,2025-10-21,SKU0605,Kuantan,14,10,1791.59
S006759,2024-06-04,SKU0796,Kuantan,6,10,632.99
S006760,2025-04-28,SKU0226,KK,3,5,361.98
S006761,2024-10-29,SKU0886,Kuantan,8,5,2206.28
S006762,2024-09-23,SKU0216,Melaka,11,15,3948.41
S006763,2025-10-20,SKU0564,Ipoh,3,5,679.27
S006764,2025-09-29,SKU0846,Ipoh,11,5,4800.83
S006765,2025-07-14,SKU0569,Shah Alam,16,15,3463.38
S006766,2025-11-01,SKU0391,Melaka,13,10,210.13
S006767,2025-02-02,SKU0388,Ipoh,2,10,603.97
S006768,2025-01-14,SKU0907,Melaka,1,5,154.78
S006769,2025-07-02,SKU0965,Melaka,14,0,5777.8
S006770,2024-07-18,SKU0743,Kuching,6,0,1402.86
S006771,2024-03-14,SKU0078,KK,2,15,266.39
S006772,2024-01-06,SKU0585,Kuching,12,10,2103.95
S006773,2025-11-13,SKU0621,Melaka,12,5,3649.37
S006774,2025-03-12,SKU0055,Penang,7,0,3005.94
S006775,2025-07-17,SKU0911,Shah Alam,7,15,608.86
S006776,2025-01-15,SKU0158,KK,11,0,3535.84
S006777,2025-05-09,SKU0977,Kuching,18,0,1398.78
S006778,2024-06-02,SKU0913,Ipoh,13,0,3886.35
S006779,2025-02-23,SKU0120,KK,9,15,1929.64
S006780,2025-10-29,SKU0317,Penang,15,0,515.7
S006781,2025-02-15,SKU0209,Johor,15,0,5828.25
S006782,2024-07-07,SKU0635,Kuching,2,0,473.8
S006783,2024-11-07,SKU0268,Johor,13,0,532.74
S006784,2025-08-13,SKU0437,KK,16,0,4977.12
S006785,2025-09-27,SKU0283,Ipoh,17,10,4621.06
S006786,2025-08-01,SKU0801,Melaka,18,0,6020.1
S006787,2024-07-25,SKU0045,Johor,9,10,2585.84
S006788,2024-04-19,SKU0526,Johor,5,0,2026.95
S006789,2024-02-02,SKU0306,Melaka,17,0,4396.71
S006790,2025-08-15,SKU0108,Melaka,18,5,7276.56
S006791,2024-10-14,SKU0255,Shah Alam,9,15,2908.76
S006792,2025-06-21,SKU0418,Penang,2,15,662.54
S006793,2025-08-27,SKU0318,Penang,16,15,2961.67
S006794,2025-09-20,SKU0669,KK,5,0,1651.5
S006795,2025-10-03,SKU0546,Johor,7,0,561.4
S006796,2025-11-27,SKU0457,Penang,19,0,4797.5
S006797,2025-11-23,SKU0734,Shah Alam,20,0,1330.2
S006798,2024-12-21,SKU0764,Kuantan,17,0,2900.54
S006799,2025-11-27,SKU0166,KK,16,5,2686.9
S006800,2025-01-16,SKU0486,Shah Alam,2,0,683.08
S006801,2024-04-03,SKU0938,Johor,7,5,1624.86
S006802,2024-05-26,SKU0794,Kuching,20,5,7979.62
S006803,2025-02-21,SKU0918,Ipoh,16,5,3685.24
S006804,2024-12-12,SKU0725,Kuantan,19,0,702.24
S006805,2025-05-07,SKU0274,Ipoh,20,15,4246.26
S006806,2024-10-24,SKU0954,Ipoh,15,0,3414.75
S006807,2025-10-08,SKU0079,Ipoh,2,0,891.92
S006808,2024-12-14,SKU0584,Ipoh,18,0,7658.1
S006809,2025-02-28,SKU0357,Penang,9,0,4226.58
S006810,2025-04-11,SKU0220,Johor,6,0,1187.76
S006811,2025-06-15,SKU0282,Melaka,1,0,436.15
S006812,2024-12-19,SKU0264,KK,7,15,2364.71
S006813,2025-05-25,SKU0077,Shah Alam,14,0,5676.72
S006814,2025-04-28,SKU0961,Penang,5,10,1367.91
S006815,2024-05-16,SKU0512,Kuching,5,0,1747.3
S006816,2024-10-22,SKU0368,Melaka,11,15,1511.33
S006817,2025-03-17,SKU0591,Johor,16,0,417.92
S006818,2024-11-11,SKU0271,Kuantan,5,0,2223.8
S006819,2024-04-12,SKU0952,KK,20,0,9707.4
S006820,2024-08-09,SKU0373,Shah Alam,16,0,5737.44
S006821,2024-03-09,SKU0570,Penang,20,5,4738.98
S006822,2024-10-16,SKU0657,Kuching,14,10,3443.83
S006823,2024-04-04,SKU0393,KK,12,0,2075.16
S006824,2024-05-17,SKU0764,Kuantan,7,5,1134.62
S006825,2024-08-26,SKU0292,Penang,5,15,267.32
S006826,2024-06-07,SKU0208,Ipoh,18,10,861.03
S006827,2024-09-15,SKU0419,Melaka,11,10,1484.31
S006828,2025-12-24,SKU0390,Melaka,7,5,208.34
S006829,2025-06-24,SKU0718,KK,17,0,673.71
S006830,2024-11-18,SKU0281,Kuching,5,15,1770.59
S006831,2025-01-13,SKU0204,Johor,16,0,3577.28
S006832,2024-12-24,SKU0977,Shah Alam,18,0,1398.78
S006833,2025-08-26,SKU0899,Kuching,17,0,8388.65
S006834,2025-01-27,SKU0503,Penang,14,15,5886.45
S006835,2025-04-21,SKU0495,Penang,8,10,3522.1
S006836,2025-02-20,SKU0269,Kuantan,18,10,3402.97
S006837,2024-07-04,SKU0328,Johor,19,0,3955.23
S006838,2024-08-20,SKU0857,Kuantan,14,10,6140.86
S006839,2025-10-15,SKU0506,Kuantan,12,15,3783.59
S006840,2024-07-27,SKU0416,Penang,3,0,396.93
S006841,2025-09-17,SKU0844,Ipoh,13,10,5338.59
S006842,2025-06-08,SKU0224,Penang,16,5,3759.42
S006843,2025-12-01,SKU0299,Johor,2,10,661.52
S006844,2024-04-29,SKU0618,Penang,9,15,3133.29
S006845,2024-11-26,SKU0881,Kuching,6,10,786.62
S006846,2024-09-19,SKU0465,Kuantan,1,0,255.04
S006847,2024-07-08,SKU0807,Melaka,3,10,955.75
S006848,2025-09-08,SKU0711,Penang,10,10,2337.03
S006849,2024-06-13,SKU0567,Johor,19,10,8003.31
S006850,2025-09-26,SKU0466,Kuching,9,0,1558.71
S006851,2025-06-04,SKU0367,Melaka,20,15,6437.39
S006852,2024-05-08,SKU0495,Johor,7,10,3081.83
S006853,2025-08-09,SKU0110,Melaka,5,0,361.85
S006854,2024-07-10,SKU0069,Shah Alam,17,5,4298.48
S006855,2024-05-20,SKU0062,Penang,3,0,350.01
S006856,2024-05-20,SKU0479,Penang,4,10,1204.16
S006857,2025-08-17,SKU0985,Kuching,20,0,6768.4
S006858,2025-05-18,SKU0271,Ipoh,13,15,4914.6
S006859,2024-01-30,SKU0023,Kuching,16,0,2093.6
S006860,2024-05-17,SKU0414,Penang,3,15,489.01
S006861,2024-10-13,SKU0259,Johor,16,0,1734.24
S006862,2024-07-28,SKU0080,Melaka,13,5,1398.14
S006863,2024-02-14,SKU0731,Melaka,10,0,2925.6
S006864,2024-11-10,SKU0512,Melaka,14,0,4892.44
S006865,2025-04-10,SKU0784,KK,4,0,1024.68
S006866,2025-08-20,SKU0390,Kuantan,19,5,565.51
S006867,2024-01-31,SKU0638,Kuantan,3,0,699.33
S006868,2024-07-14,SKU0708,Ipoh,20,5,2496.98
S006869,2025-02-23,SKU0158,KK,15,0,4821.6
S006870,2024-02-16,SKU0308,Kuching,4,0,1534.72
S006871,2024-09-24,SKU0787,KK,12,0,4629.0
S006872,2024-09-28,SKU0260,Kuantan,9,0,1291.86
S006873,2024-09-01,SKU0538,Shah Alam,8,5,777.94
S006874,2024-05-05,SKU0823,Kuantan,1,5,82.63
S006875,2025-08-17,SKU0428,Johor,11,15,394.76
S006876,2024-04-17,SKU0644,Kuantan,2,5,396.09
S006877,2025-09-11,SKU0341,Melaka,12,0,4802.4
S006878,2024-09-23,SKU0891,Kuching,19,15,5340.32
S006879,2025-04-28,SKU0480,Penang,4,0,940.96
S006880,2025-09-14,SKU0836,Ipoh,8,0,2202.48
S006881,2025-04-09,SKU0329,Penang,4,0,80.88
S006882,2025-12-30,SKU0337,Ipoh,9,15,2922.15
S006883,2025-05-20,SKU0466,Penang,1,0,173.19
S006884,2024-04-25,SKU0705,Kuching,19,0,8754.25
S006885,2024-06-11,SKU0467,Penang,13,0,3991.91
S006886,2025-07-24,SKU0705,Shah Alam,9,0,4146.75
S006887,2024-02-14,SKU0203,Kuching,4,15,770.75
S006888,2025-03-30,SKU0814,Ipoh,14,0,5165.58
S006889,2024-11-17,SKU0586,Kuantan,6,5,2020.02
S006890,2025-06-07,SKU0527,Ipoh,15,15,146.37
S006891,2025-12-11,SKU0574,Penang,18,15,6469.6
S006892,2025-07-23,SKU0560,Melaka,4,10,880.81
S006893,2025-03-25,SKU0393,Johor,15,0,2593.95
S006894,2025-11-12,SKU0529,Johor,11,0,5147.45
S006895,2024-12-21,SKU0319,Shah Alam,14,0,5318.88
S006896,2025-10-14,SKU0561,KK,1,0,110.21
S006897,2024-07-29,SKU0606,Kuantan,3,5,655.3
S006898,2025-10-18,SKU0662,Penang,19,0,4322.31
S006899,2024-03-16,SKU0627,Melaka,17,0,1454.01
S006900,2024-08-01,SKU0176,Shah Alam,9,15,1186.97
S006901,2025-06-01,SKU0715,Shah Alam,4,0,1727.2
S006902,2025-06-24,SKU0729,Melaka,7,15,2308.6
S006903,2024-02-06,SKU0344,Melaka,2,0,858.18
S006904,2025-10-28,SKU0651,Ipoh,13,5,2499.02
S006905,2024-12-13,SKU0669,Johor,11,5,3451.64
S006906,2024-05-15,SKU0568,Kuantan,9,15,1312.97
S006907,2025-09-23,SKU0539,Shah Alam,3,0,646.29
S006908,2025-02-27,SKU0015,Kuantan,13,5,1391.35
S006909,2025-01-10,SKU0991,Johor,5,0,2319.9
S006910,2024-05-11,SKU0885,Penang,14,0,2915.5
S006911,2025-05-19,SKU0213,Kuching,16,15,2055.37
S006912,2024-09-18,SKU0362,Ipoh,2,0,999.98
S006913,2024-09-16,SKU0171,Melaka,5,0,954.1
S006914,2025-10-27,SKU0989,Kuching,15,10,4603.64
S006915,2025-01-05,SKU0164,Ipoh,5,0,978.5
S006916,2025-04-25,SKU0579,Ipoh,6,5,2006.11
S006917,2024-01-07,SKU0906,Kuantan,4,0,1477.88
S006918,2024-06-04,SKU0691,KK,16,0,3513.92
S006919,2024-03-31,SKU0812,Kuching,6,10,608.85
S006920,2024-06-02,SKU0064,Melaka,6,15,1242.51
S006921,2025-07-06,SKU0862,Johor,17,0,1299.99
S006922,2024-09-09,SKU0296,Ipoh,13,15,647.53
S006923,2025-10-27,SKU0338,Melaka,1,5,301.81
S006924,2025-10-14,SKU0953,Ipoh,14,15,3870.24
S006925,2025-08-25,SKU0291,Johor,2,5,47.99
S006926,2024-12-08,SKU0248,KK,15,0,7220.85
S006927,2024-08-24,SKU0643,Penang,4,0,353.88
S006928,2025-11-23,SKU0884,Penang,15,15,3234.8
S006929,2025-03-10,SKU0895,Melaka,8,0,2041.84
S006930,2025-07-25,SKU0169,Kuantan,11,5,3749.46
S006931,2025-01-23,SKU0190,Kuching,3,15,715.22
S006932,2024-11-29,SKU0289,Ipoh,12,5,723.22
S006933,2024-07-19,SKU0160,Kuantan,2,0,547.4
S006934,2025-05-16,SKU0176,Kuantan,1,0,155.16
S006935,2025-12-16,SKU0999,Kuching,15,0,2201.55
S006936,2024-02-02,SKU0042,KK,6,15,1675.04
S006937,2025-04-27,SKU0115,KK,6,5,293.83
S006938,2024-02-29,SKU0119,Johor,20,0,6371.8
S006939,2025-02-03,SKU0439,Shah Alam,9,15,2777.79
S006940,2025-11-04,SKU0542,Penang,5,15,880.22
S006941,2025-09-18,SKU0977,Penang,4,15,264.21
S006942,2024-12-27,SKU0456,KK,5,5,607.81
S006943,2025-09-16,SKU0344,Kuantan,12,0,5149.08
S006944,2025-03-17,SKU0656,KK,6,5,1662.4
S006945,2024-02-10,SKU0244,Penang,7,15,1510.47
S006946,2024-07-13,SKU0984,Shah Alam,6,10,1437.16
S006947,2024-12-13,SKU0565,Johor,10,10,1724.85
S006948,2025-02-16,SKU0700,Shah Alam,3,0,593.1
S006949,2025-06-15,SKU0993,Melaka,17,15,5410.08
S006950,2025-03-20,SKU0662,Kuching,5,0,1137.45
S006951,2024-01-20,SKU0625,Penang,9,0,3607.83
S006952,2025-06-06,SKU0456,Kuantan,17,0,2175.32
S006953,2024-11-15,SKU0192,Kuching,11,0,1662.87
S006954,2024-04-14,SKU0550,KK,12,0,997.44
S006955,2025-07-20,SKU0904,Penang,6,5,1099.07
S006956,2025-10-22,SKU0978,Ipoh,3,0,491.46
S006957,2024-03-30,SKU0419,Penang,16,15,2039.05
S006958,2024-07-04,SKU0952,Kuching,1,0,485.37
S006959,2024-04-26,SKU0513,KK,10,0,1603.4
S006960,2024-11-05,SKU0066,Kuantan,12,0,4090.2
S006961,2024-03-08,SKU0875,Shah Alam,19,5,5865.17
S006962,2024-03-09,SKU0501,Ipoh,18,0,1823.22
S006963,2025-07-31,SKU0159,Kuantan,8,0,770.48
S006964,2024-05-22,SKU0702,Melaka,16,15,5155.08
S006965,2024-04-11,SKU0604,Johor,20,0,1097.0
S006966,2024-01-15,SKU0910,Ipoh,7,0,3484.46
S006967,2025-05-18,SKU0536,Kuching,11,0,2605.57
S006968,2025-06-11,SKU0811,Shah Alam,17,0,8192.47
S006969,2025-10-05,SKU0269,KK,17,0,3571.02
S006970,2024-07-19,SKU0407,Kuantan,10,0,1822.6
S006971,2025-07-30,SKU0418,Shah Alam,19,0,7404.87
S006972,2024-11-02,SKU0856,KK,20,0,8610.8
S006973,2025-07-27,SKU0184,Shah Alam,1,0,285.79
S006974,2025-01-08,SKU0635,KK,3,0,710.7
S006975,2025-07-01,SKU0234,Penang,16,15,4466.51
S006976,2025-02-19,SKU0123,KK,2,0,919.12
S006977,2025-06-09,SKU0742,Shah Alam,8,0,3112.24
S006978,2024-05-08,SKU0430,Ipoh,13,0,6324.11
S006979,2024-12-17,SKU0422,Ipoh,16,0,7894.72
S006980,2024-07-17,SKU0975,Ipoh,7,0,1506.05
S006981,2024-12-13,SKU0250,Shah Alam,12,5,2244.32
S006982,2024-03-24,SKU0143,Ipoh,14,5,5093.9
S006983,2024-11-17,SKU0249,Ipoh,9,15,823.29
S006984,2024-10-28,SKU0493,Kuching,9,0,531.9
S006985,2025-05-07,SKU0592,Johor,20,0,5953.0
S006986,2025-06-08,SKU0069,Kuantan,2,15,452.47
S006987,2025-06-26,SKU0494,KK,19,0,6531.82
S006988,2024-09-26,SKU0589,Johor,18,0,7836.84
S006989,2025-01-08,SKU0679,Melaka,17,5,2710.45
S006990,2025-01-07,SKU0470,Melaka,7,10,1706.36
S006991,2025-06-16,SKU0864,Shah Alam,10,15,295.55
S006992,2025-11-14,SKU0746,Penang,1,0,382.64
S006993,2024-02-05,SKU0333,Ipoh,8,10,1247.04
S006994,2024-04-22,SKU0899,Ipoh,7,0,3454.15
S006995,2024-07-19,SKU0730,Melaka,20,5,2722.13
S006996,2025-12-10,SKU0030,Penang,10,0,3779.3
S006997,2025-12-28,SKU0982,Johor,10,0,2955.8
S006998,2025-08-29,SKU0860,Kuching,16,0,4209.44
S006999,2024-05-14,SKU0584,Kuantan,9,0,3829.05
S007000,2024-08-22,SKU0767,Kuantan,3,0,1286.25
S007001,2024-01-12,SKU0515,Johor,20,5,8719.1
S007002,2024-06-26,SKU0686,Penang,2,0,336.4
S007003,2024-11-26,SKU0192,Kuantan,15,15,1927.42
S007004,2024-11-28,SKU0283,KK,19,15,4877.78
S007005,2024-11-12,SKU0365,Kuching,14,5,1190.35
S007006,2024-08-01,SKU0654,Penang,7,5,450.54
S007007,2025-12-23,SKU0930,Shah Alam,6,0,930.3
S007008,2024-10-23,SKU0230,Melaka,5,15,305.41
S007009,2025-12-29,SKU0464,Johor,16,10,5470.99
S007010,2024-05-08,SKU0512,Penang,8,15,2376.33
S007011,2025-05-03,SKU0833,Johor,13,0,414.18
S007012,2024-03-21,SKU0996,KK,3,0,916.98
S007013,2025-12-05,SKU0214,KK,10,15,2709.03
S007014,2024-11-10,SKU0467,Penang,15,10,4145.45
S007015,2025-04-17,SKU0390,Kuching,11,10,310.17
S007016,2024-02-05,SKU0233,Johor,13,0,6303.83
S007017,2024-04-25,SKU0490,Johor,4,15,931.26
S007018,2024-09-10,SKU0897,Shah Alam,9,0,1601.19
S007019,2025-07-24,SKU0762,Kuantan,18,0,4266.72
S007020,2025-01-24,SKU0740,Shah Alam,15,0,537.15
S007021,2024-11-06,SKU0764,Melaka,8,15,1160.22
S007022,2025-04-08,SKU0813,Shah Alam,7,0,440.58
S007023,2025-05-17,SKU0186,Kuantan,8,5,2378.95
S007024,2024-08-15,SKU0648,Melaka,19,5,733.91
S007025,2025-09-14,SKU0594,Johor,19,5,3114.53
S007026,2025-04-05,SKU0741,Shah Alam,15,10,6446.25
S007027,2024-09-29,SKU0018,Ipoh,4,5,1229.68
S007028,2025-06-27,SKU0208,Kuantan,18,15,813.19
S007029,2025-09-28,SKU0136,KK,5,0,1849.85
S007030,2024-06-06,SKU0879,Penang,10,0,3084.3
S007031,2024-10-01,SKU0250,Kuantan,3,5,561.08
S007032,2025-12-12,SKU0029,Shah Alam,8,0,125.04
S007033,2025-06-09,SKU0080,Johor,18,0,2037.78
S007034,2024-05-07,SKU0990,Shah Alam,1,0,200.55
S007035,2024-11-24,SKU0358,Kuantan,2,0,795.82
S007036,2025-11-30,SKU0569,Shah Alam,3,0,763.98
